task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,Expert_GA,Expert_Grad
AntMorphology-Exact-v0,0.3903160393238067,0.2901714742183685,,0.3235843107104301,
DKittyMorphology-Exact-v0,0.6891229450702667,0.8936853855848312,,0.3100562766194343,
Superconductor-RandomForest-v0,0.2431474924087524,0.2535027489066124,,0.4507321864366531,
TFBind8-Exact-v0,0.6331768184900284,0.6410186588764191,,0.850639596581459,
TFBind10-Exact-v0,0.4740672633051872,0.480038546025753,,0.5458274632692337,
HopperController-Exact-v0,-0.0445265443995595,-0.0440489649772644,,0.0699747204780578,
gtopx_data_2_1,0.9998579680473436,,0.9998492003871988,0.9998867445344672,0.9996724392814936
gtopx_data_3_1,0.9999940393834362,,0.9999871771954,0.9999909886156508,
gtopx_data_4_1,0.9999851630561404,,0.9999998633742074,0.9999998609088886,
gtopx_data_6_1,0.99994468169644,,0.9999754948427964,0.999927943641956,
KP_50,1.97957456111908,2.174773097038269,2.234924852848053,1.7897063493728638,
KP_100,2.243992567062378,2.172417461872101,2.1844286918640137,1.801496744155884,
KP_200,2.23259574174881,2.180380344390869,2.094167470932007,2.065452337265014,
TSP_20,0.0544477803632617,0.4255806878209114,0.1473584622144699,0.568840965628624,
TSP_50,0.4135278165340423,0.4833903387188911,0.142628077417612,0.864110678434372,
TSP_100,0.3771931007504463,0.2454327493906021,0.3886858224868774,,
LunarLander_136,0.346172083415542,,0.6234685384482466,,
LunarLander_100,0.5560624340291783,,0.3525332681789069,,
LunarLander_148,0.5315439958438496,,0.7034712332038012,,
LunarLander_91,0.5871348099397975,,0.6828644954768697,,
LunarLander_152,0.8709960308275828,,0.7689321363059421,,
LunarLander_117,0.8254036347781738,,0.6038201127892738,,
LunarLander_174,0.6434584327975683,,0.578301303778483,,
LunarLander_127,0.5544143348070267,,0.5491407475123445,,
LunarLander_60,0.6928223990176308,,0.6928223990176308,,
LunarLander_163,0.8653495600645418,,0.8586891652634052,,
LunarLander_86,0.5388330211763519,,0.7400674103641198,,
LunarLander_142,0.4672076802385668,,0.4135635672857183,,
LunarLander_113,0.6586063161144987,,0.3656906280189645,,
LunarLander_155,0.7401689277077755,,0.8650136624625291,,
LunarLander_53,0.6319698849896251,,0.6817524091662603,,
LunarLander_159,0.6436939979370415,,0.5835660282323107,,
LunarLander_180,0.6372174147389025,,0.5520139906561105,,
LunarLander_103,0.6169397527101715,,0.4818242457035399,,
LunarLander_116,0.7807020163903118,,0.6746542089380193,,
RobotPush_256,0.9040772587864918,,0.9442061586840582,,
RobotPush_210,0.8147502711941683,,0.7916625796548767,,
RobotPush_12,0.9431808273855232,,0.975150413936574,,
RobotPush_125,0.6579182666133604,,0.6579182666133604,,
RobotPush_140,0.7409722573771429,,0.8931288004104457,,
RobotPush_96,0.5107921531170819,,0.7643268436995017,,
RobotPush_172,0.408232362298933,,0.4654250513293481,,
RobotPush_182,1.0,,1.0,,
RobotPush_123,0.9022592158774808,,0.8941914764372291,,
RobotPush_22,0.7222703229172363,,0.8742780453158888,,
RobotPush_11,0.8439884639566809,,0.8180133906530089,,
RobotPush_144,0.5412425652132212,,0.5542290479269455,,
RobotPush_298,0.9751150496539784,,0.9432013865826432,,
RobotPush_291,0.7812395320141967,,0.7160069133621494,,
RobotPush_90,0.6180374731529574,,0.5004518062062235,,
RobotPush_57,0.641173595688208,,0.7407301575342169,,
RobotPush_160,0.9938138351953142,,0.9744653709541612,,
RobotPush_250,0.9398564356726552,,0.9695452148977536,,
RobotPush_21,0.7956811045394225,,0.7526205142230996,,
RobotPush_100,0.7609389928950099,,0.9371642572917084,,
Rover_107,0.8446582933779966,,0.88119210542443,,
Rover_160,0.7987278362030346,,0.8792379991264959,,
Rover_292,0.8634059669278449,,0.8020785133159625,,
Rover_130,0.975178289356096,,0.9460961656447096,,
Rover_85,0.8924294719020978,,0.8703107100279506,,
Rover_54,0.9874749785019692,,0.8380241816120884,,
Rover_205,0.8787559444893389,,0.934846788755982,,
Rover_150,1.0086868849163682,,0.9079966465830288,,
Rover_97,0.8669709217274332,,0.862477429085146,,
Rover_26,0.9389984114050626,,0.9087269363767831,,
Rover_215,0.7469094551060425,,0.7241069327405393,,
Rover_63,0.5572372260473828,,0.5863958982779014,,
Rover_294,0.8557796812760281,,0.811601588081258,,
Rover_56,0.8369424535808652,,0.8746364185584918,,
Rover_13,0.7917536633602111,,0.926073457925001,,
Rover_135,0.927149183207761,,0.9026650964406996,,
Rover_82,0.8601960886620772,,0.7903937960232338,,
Rover_165,0.7713140730395912,,0.849442295051622,,
Rover_252,0.8992299571631766,,0.7847984866552662,,
Rover_43,0.8867355116662482,,0.7846950432136253,,
HPOB_5906_9914,0.6756105614464949,,0.9525756877803928,,
HPOB_5906_9952,0.4867328775873926,,0.7876305474763218,,
HPOB_5906_3492,0.9850533425379614,,0.992008995101738,,
HPOB_5906_3493,0.9517780038190083,,0.948766932813246,,
HPOB_5906_3954,0.4878892545406272,,0.4195389925479595,,
HPOB_5906_7295,0.0732928514101644,,0.0709379351530117,,
HPOB_5906_49,0.5073850703465134,,0.9658977608456468,,
HPOB_5906_14965,0.7478418180176521,,0.6857283013379405,,
HPOB_5906_14951,0.99889678991213,,1.00065579285921,,
HPOB_5906_31,0.6506266931989296,,0.493286666585438,,
HPOB_5906_125923,0.1528439496391186,,0.9984509081564944,,
HPOB_5906_3,0.1922506397689916,,0.136631718664986,,
HPOB_5906_3902,0.9809158301636148,,0.7609524566439674,,
HPOB_5906_9957,0.1286100425178283,,0.9708940455924518,,
HPOB_5906_9967,0.8395215445268368,,0.7672256501481457,,
HPOB_5906_9983,0.9725251370973632,,1.0006458879509796,,
HPOB_5906_3917,0.3390941861230485,,0.3014028342126839,,
HPOB_5906_9978,0.911546394352781,,0.8603876540367456,,
HPOB_5906_3891,0.9933672082203312,,0.3655855943489078,,
HPOB_5906_6566,0.062445463728845,,0.1326001513000453,,
HPOB_5906_9889,0.9576896291759988,,0.95805316373005,,
HPOB_5906_3494,0.465138704893213,,0.9226258347104928,,
HPOB_5906_37,0.992381110183142,,0.901519366346609,,
HPOB_5906_3896,0.2562044643609059,,0.3322998362907099,,
HPOB_5889_6566,0.5313210548442302,,0.585813588985642,,
HPOB_5889_14971,0.3457828471995755,,0.1643141849615196,,
HPOB_5889_9983,0.3480512833085226,,0.1798784677118536,,
HPOB_5889_3954,0.0768491207541006,,0.0673611723591656,,
HPOB_5889_9977,0.2461747414001571,,0.1033488682111339,,
HPOB_5889_7295,0.0928346088448112,,0.0255915071767206,,
HPOB_5889_3889,0.9974630877741224,,0.0409957111246102,,
HPOB_5889_9970,0.2881259275461429,,0.3240608351118932,,
HPOB_5889_3891,0.2006585843881367,,0.3020985065709998,,
HPOB_5889_9978,0.0389128580174947,,0.0354055064146447,,
HPOB_5889_3917,0.6339169674024276,,0.1824446765452543,,
HPOB_5889_9957,0.1339975747163079,,0.1522430326096676,,
HPOB_5889_9980,0.1570640224583096,,0.2151759861974404,,
HPOB_5889_3494,-0.0022701745829991,,0.2581798450899961,,
HPOB_5889_10101,0.5831057964624308,,0.4872698533594106,,
HPOB_5889_31,0.9041916579008098,,0.2956014592200519,,
HPOB_5889_3493,0.2917215698068884,,0.4739962043867131,,
HPOB_5889_3913,0.4185314967779356,,0.5178506767840017,,
HPOB_5889_9946,0.5406257257079465,,0.552968796873905,,
HPOB_5889_125923,0.5432118743725924,,0.3519592283840206,,
