task,baseline_embed_regress_proj_t5,baseline_embed_regress_t5_m_cat_from_scratch,baseline_omnipred_24m
AntMorphology-Exact-v0,0.6367855668067932,0.7038612961769104,0.5800103545188904
DKittyMorphology-Exact-v0,0.9185544848442078,0.8832486271858215,0.7614867687225342
Superconductor-RandomForest-v0,0.4350505173206329,0.5952432751655579,0.6083793640136719
TFBind8-Exact-v0,0.930214822292328,0.8883952498435974,0.9261844158172609
TFBind10-Exact-v0,0.5938668847084045,0.5977809429168701,0.6019706130027771
HopperController-Exact-v0,0.1082197651267051,0.1623696237802505,0.3228752315044403
gtopx_data_2_1,0.9999185807205506,0.9999178997775544,0.9999099169242728
gtopx_data_3_1,0.9999907837536424,0.9999908736096096,0.9999955143805548
gtopx_data_4_1,0.9999999489156326,0.9999999545249032,
gtopx_data_6_1,0.9999839877231848,0.999954967221478,
KP_50,2.364949941635132,2.2637879848480225,
KP_100,2.2829859256744385,2.257081985473633,
KP_200,2.1581032276153564,2.083265542984009,
TSP_20,0.4808677136898041,0.4551135301589966,
TSP_50,0.5456184148788452,0.1609561592340469,
TSP_100,0.5410516262054443,0.3639132976531982,
LunarLander_136,0.8252252891566416,0.7858120500856841,
LunarLander_100,0.7236098701399967,0.9285073630128984,
LunarLander_148,0.7695330839243761,0.891060561378393,
LunarLander_91,0.6600944691181886,0.8806351313585999,
LunarLander_152,0.9180766292336404,1.0012343870064575,
LunarLander_117,0.9616536594400714,0.7141159126771951,
LunarLander_174,0.9063103577942418,0.695841036844679,
LunarLander_127,0.8908397128022371,0.8455116666556286,
LunarLander_60,1.2140371566189223,0.6928223990176308,
LunarLander_163,0.9482113432238204,0.9746929736225606,
LunarLander_86,1.206284653608832,0.5303296126012806,
LunarLander_142,0.5842491819494452,0.5967908372707416,
LunarLander_113,0.5833425063317524,0.7714461720502245,
LunarLander_155,0.9976770739675804,0.9773027121942488,
LunarLander_53,0.7756399591025465,1.0035272543339986,
LunarLander_159,0.5670025137916184,0.7561655517092442,
LunarLander_180,0.6646163262656831,0.5832618303837526,
LunarLander_103,1.869228090247916,1.3289163643212405,
LunarLander_116,1.026958913223362,0.7466597688531669,
RobotPush_256,3.8978739383757257,2.223028392003497,
RobotPush_210,0.8011369078542309,0.8721468110373235,
RobotPush_12,0.9661794531211022,,
RobotPush_125,0.7370480265600339,,
RobotPush_140,1.2525920672781077,,
RobotPush_96,0.8448231184235401,,
RobotPush_172,0.7360593906816705,,
RobotPush_182,1.0,,
RobotPush_123,0.8505771556364393,,
RobotPush_22,0.9790048960158376,,
RobotPush_11,0.9804210033175474,,
RobotPush_144,0.7320385244033494,,
RobotPush_298,0.995892181353193,,
RobotPush_291,0.9135482454870923,,
RobotPush_90,0.9551464421798632,,
RobotPush_57,0.977478853794214,,
RobotPush_160,0.9875419388200016,,
RobotPush_250,0.9695452148977536,,
RobotPush_21,0.956279862859805,,
RobotPush_100,1.0213810257703435,,
Rover_107,0.9910619638670514,,
Rover_160,0.8823494592867293,,
Rover_292,0.9454634637162206,,
Rover_130,0.9700245878957532,,
Rover_85,0.92010743989656,,
Rover_54,0.9360059314473268,,
Rover_205,0.9665618537168608,,
Rover_150,0.9800065299308623,,
Rover_97,0.8935919387354204,,
Rover_26,0.9094966998281306,,
Rover_215,0.8158798142124161,,
Rover_63,1.097498217466793,,
Rover_294,0.9811185606707304,,
Rover_56,0.8894647202487952,,
Rover_13,1.0105067539468144,,
Rover_135,0.9332384387263756,,
Rover_82,1.099627537564264,,
Rover_165,0.9467494771668048,,
Rover_252,0.998968067993974,,
Rover_43,0.9093063164393852,,
HPOB_5906_9914,0.9525756877803928,,
HPOB_5906_9952,0.4076314178669024,,
HPOB_5906_3492,0.9932569599913456,,
HPOB_5906_3493,0.982849450511154,,
HPOB_5906_3954,0.8354839261394807,,
HPOB_5906_7295,0.1894470656940034,,
HPOB_5906_49,0.5230278317749718,,
HPOB_5906_14965,1.0070911496642403,,
HPOB_5906_14951,0.9980588949699404,,
HPOB_5906_31,0.9399540886950132,,
HPOB_5906_125923,0.8939618015703183,,
HPOB_5906_3,0.3998972601834227,,
HPOB_5906_3902,0.9218002251754172,,
HPOB_5906_9957,0.9194338094049744,,
HPOB_5906_9967,0.935589020378932,,
HPOB_5906_9983,0.4670486538377979,,
HPOB_5906_3917,0.378900588801171,,
HPOB_5906_9978,0.9004845552504356,,
HPOB_5906_3891,0.9988631791337016,,
HPOB_5906_6566,0.1217506704157894,,
HPOB_5906_9889,0.9628497167510648,,
HPOB_5906_3494,0.8461738432841474,,
HPOB_5906_37,1.0479601709225688,,
HPOB_5906_3896,0.999723477295395,,
HPOB_5889_6566,0.6069949506088672,,
HPOB_5889_14971,0.8897302596827329,,
HPOB_5889_9983,0.3579066437534627,,
HPOB_5889_3954,0.1565523005915434,,
HPOB_5889_9977,0.2204282242548839,,
HPOB_5889_7295,0.9707983378145896,,
HPOB_5889_3889,0.0576088756906273,,
HPOB_5889_9970,0.3822049666438545,,
HPOB_5889_3891,0.2320332104557656,,
HPOB_5889_9978,0.0982415620870711,,
HPOB_5889_3917,0.571823325181526,,
HPOB_5889_9957,0.2938077008416184,,
HPOB_5889_9980,0.42865954987523,,
HPOB_5889_3494,0.8598596318149554,,
HPOB_5889_10101,0.7195791856593241,,
HPOB_5889_31,0.5303233861923217,,
HPOB_5889_3493,1.0110577715352913,,
HPOB_5889_3913,0.4660312977937329,,
HPOB_5889_9946,0.98295934167489,,
HPOB_5889_125923,0.8750205227185873,,
