task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
AntMorphology-Exact-v0,0.1900043226778507,0.2508177570998668,
DKittyMorphology-Exact-v0,0.3095144107937813,0.4963569343090057,
gtopx_data_2_1,0.998461611229019,0.999705648664304,0.999811954939023
Superconductor-RandomForest-v0,0.2880027890205383,0.301548920571804,
gtopx_data_3_1,0.9998433305281238,,0.9999423446951072
TFBind8-Exact-v0,0.3748428151011467,0.3768296614289284,
gtopx_data_4_1,0.9999991119194934,,0.9999996953275916
TFBind10-Exact-v0,0.4024131149053573,0.3955095410346985,
gtopx_data_6_1,0.9999349881928756,,0.9998927297513888
KP_50,1.9364451169967647,,2.1291922330856323
KP_100,2.090742349624634,,2.0881107449531555
KP_200,2.022574007511139,,2.053112506866455
TSP_20,-0.0212707906030118,,-0.0623230021446943
TSP_50,0.0574957532808184,,-0.0065431859111413
TSP_100,0.316507376730442,,0.2084032408893108
HopperController-Exact-v0,-0.0101195443421602,0.0631532222032547,
LunarLander_136,0.0941172084095143,,0.5513677549972704
LunarLander_100,0.3060872005802733,,0.1620194734688731
LunarLander_148,0.5288873355848162,,0.4774732498820297
LunarLander_91,0.5048489421546885,,0.4728924853709549
LunarLander_152,0.2789758637425944,,0.548718399464801
LunarLander_117,0.7020283497276113,,0.4909096190278902
LunarLander_174,0.3953381316001702,,0.3885681642793078
LunarLander_127,0.6104104969171574,,0.3484110662765682
LunarLander_60,0.7652597512281727,,0.5494989525426505
LunarLander_163,0.90956155438394,,0.8793681767695272
LunarLander_86,0.62558580179046,,0.4751147383486492
LunarLander_142,0.3804420413491595,,0.3056851254078429
LunarLander_113,0.4670402730289633,,0.3700086864376891
LunarLander_155,0.5657965148334232,,0.6611676502703169
LunarLander_53,0.4108800734425175,,0.3225715403556658
LunarLander_159,0.5332096349387604,,0.4110951187668495
LunarLander_180,0.4985473877008655,,0.3816439909709117
LunarLander_103,0.2827681994417113,,0.1546939128681088
LunarLander_116,0.4457731730812819,,0.2801547619813916
RobotPush_256,0.9264177486675148,,0.9362767510437532
RobotPush_210,0.78839233511532,,0.78839233511532
RobotPush_12,0.6877863997843814,,0.754210517908511
RobotPush_125,0.6579182666133604,,0.6579182666133604
RobotPush_140,0.5319206744511807,,0.423516040149071
RobotPush_96,0.6602486295282681,,0.6716941293505467
RobotPush_172,0.3929977080664647,,0.3946270028090083
RobotPush_182,1.0,,1.0
RobotPush_123,0.6454796212123532,,0.5576586220705383
RobotPush_22,0.6271821029783553,,0.4513721438609606
RobotPush_11,0.6418807229978776,,0.5368694475753231
RobotPush_144,0.4629046428306229,,
RobotPush_298,0.7647038213728823,,
RobotPush_291,0.6499934703686787,,
RobotPush_90,0.8822726204686999,,
RobotPush_57,0.4136704569330093,,
RobotPush_160,0.9668279402652546,,
RobotPush_250,0.9605048934449846,,
RobotPush_21,0.7312693591713708,,
RobotPush_100,0.6686640266161124,,
HPOB_5906_9914,0.9525756877803928,,
Rover_107,0.944878066996489,,
HPOB_5906_9952,0.5700676234776294,,
Rover_160,0.6230915618470855,,
HPOB_5906_3492,0.4199004171243053,,
Rover_292,0.8259688508113765,,
HPOB_5906_3493,0.9492654610927858,,
Rover_130,0.7778398570596672,,
HPOB_5906_3954,0.1629694729326305,,
Rover_85,0.7436434498364531,,
HPOB_5906_7295,0.0405531995683845,,
Rover_54,0.8542084209706682,,
HPOB_5906_49,0.5115048355846806,,
Rover_205,0.8167220535391053,,
HPOB_5906_14965,0.8021739296144288,,
HPOB_5906_14951,0.7194824012629915,,
Rover_150,0.8801918325971664,,
HPOB_5906_31,0.2862939692255276,,
Rover_97,0.8164962412535559,,
HPOB_5906_125923,0.0417428569501306,,
Rover_26,0.8674009708407946,,
HPOB_5906_3,0.1133430358131274,,
Rover_215,0.7234726300847163,,
HPOB_5906_3902,0.4610878524450756,,
Rover_63,0.1995362850138881,,
HPOB_5906_9957,0.1590528835272708,,
Rover_294,0.9059983694914786,,
HPOB_5906_9967,0.0354900712088727,,
Rover_56,0.8136216678909345,,
HPOB_5906_9983,0.1497639129592798,,
Rover_13,0.7524495988529275,,
HPOB_5906_3917,0.335266835166506,,
Rover_135,0.8298461100565631,,
HPOB_5906_9978,0.903819418813786,,
Rover_82,0.7590590949384772,,
HPOB_5906_3891,0.2126624647749176,,
HPOB_5906_6566,0.0207312646682027,,
Rover_165,0.832677216580376,,
HPOB_5906_9889,0.9576896291759988,,
Rover_252,0.4923478800737755,,
HPOB_5906_3494,0.4164439632629818,,
Rover_43,0.693192162266419,,
HPOB_5906_37,0.8101996287839011,,
HPOB_5906_3896,0.3907034693130558,,
HPOB_5889_6566,0.096706143729153,,
HPOB_5889_14971,0.8259367477498958,,
HPOB_5889_9983,0.090627771804241,,
HPOB_5889_3954,0.0309547303567968,,
HPOB_5889_9977,0.0382513023121938,,
HPOB_5889_7295,0.2488866377618531,,
HPOB_5889_3889,0.0609008852590086,,
HPOB_5889_9970,0.2390265739296389,,
HPOB_5889_3891,0.0498217017634493,,
HPOB_5889_9978,0.0305024757681761,,
HPOB_5889_3917,0.0859855499532201,,
HPOB_5889_9957,0.0973151942479916,,
HPOB_5889_9980,0.1702969818336688,,
HPOB_5889_3494,0.0182753324966552,,
HPOB_5889_10101,0.3787275431074222,,
HPOB_5889_31,0.2804690971970559,,
HPOB_5889_3493,0.1575609951095495,,
HPOB_5889_3913,0.3587799275816444,,
HPOB_5889_9946,0.476532328690208,,
HPOB_5889_125923,0.5064427219117922,,
