task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,Expert_GA,Expert_Grad,baseline_embed_regress_proj_t5_addmeta
LunarLander_116,0.3497217098190282,0.5182480741428119,0.6651293764561689,,,
RobotPush_256,0.9841692859018424,0.9362767455628492,0.9362767455628492,,,
RobotPush_210,0.78839233511532,0.7883641898180529,0.846411480110865,,,
RobotPush_12,0.9565343560174234,0.9563657892561028,0.714251071763482,,,
RobotPush_125,0.7243547102474319,0.6579182666133604,0.7619199990656511,,,
RobotPush_140,0.8270372474344483,0.8480197451777591,0.7965130801494631,,,
RobotPush_96,0.7289629618086235,0.75120283231837,0.8023580107853803,,,
RobotPush_172,0.4680063917112974,0.4304353974276815,0.3934182606457138,,,
RobotPush_182,1.0,1.0,1.0,,,
RobotPush_123,0.6756082411369034,0.6799354427353835,0.809145576598995,,,
RobotPush_22,0.4343048395648257,0.4759299700212211,0.7467434529513993,,,
RobotPush_11,0.7780471486053504,0.8842254488317596,0.7344717291887015,,,
RobotPush_144,0.5412425652132212,0.2606454766941763,0.5243031943182441,,,
RobotPush_298,0.8484599953060981,0.8215413087815024,0.8554729764218896,,,
RobotPush_291,0.7818675175072487,0.8255294232843354,0.7704948886746738,,,
RobotPush_90,0.6607894198497217,0.5666539945596015,0.8990779331263715,,,
RobotPush_57,0.9487167193389044,0.9294838618887338,0.7401659765759991,,,
RobotPush_160,0.9916715878865892,0.9933336885709988,0.9463960616791254,,,
RobotPush_250,0.9695452148977536,0.997083257063514,0.9877458661675532,,,
RobotPush_21,0.623531696283508,0.910728162737916,0.7242742969310249,,,
RobotPush_100,0.9872448412692524,0.9462737166359796,0.9777682125933228,,,
Rover_107,0.97372938828145,0.9094703919951816,0.8759462342272455,,,
Rover_160,0.8706184859433524,0.7806354932259733,0.7653897445174458,,,
Rover_292,0.8332335720978113,0.879503214263896,0.897462592784552,,,
Rover_130,0.8125830821618719,0.7637062057301511,0.9785303157926766,,,
Rover_85,0.7576140137209422,0.8984647227074287,0.5722532990292404,,,
Rover_54,0.9099975071999908,0.8080623162180665,0.7767156446811783,,,
Rover_205,0.9337719271264298,0.9021580342276276,0.9152842602885032,,,
Rover_150,0.843129677770519,0.8668379287636874,0.895020977449708,,,
Rover_97,0.8768959717328927,0.8534236594616991,0.8609460787041172,,,
Rover_26,0.8936499501169144,0.8907952058148821,0.9370298042543712,,,
Rover_215,0.7807497067882373,0.76972735408864,0.7395877471054848,,,
Rover_63,0.7400318708791034,1.192803554995571,0.6675015825676559,,,
Rover_294,0.7567438483295126,0.8664050100209619,0.8065386292084264,,,
Rover_56,0.7633549910818321,0.8699058230240818,0.8126715364698449,,,
Rover_13,0.8515871167558255,0.9333234760016936,0.8219879409426611,,,
Rover_135,0.9157503844363292,0.9215273773817624,0.9153772473047792,,,
Rover_82,0.6900920099643232,0.9406199854476142,0.6498851414504577,,,
Rover_165,0.7142060817008837,0.8492935739659652,0.9502228593685066,,,
Rover_252,0.7439414565058666,0.8445122485525112,0.7419391872315844,,,
Rover_43,0.974264715462989,0.6792294099195565,0.8863546344574663,,,
HPOB_5906_9914,0.7385677909408626,,0.9525756877803928,0.9525756877803928,0.9901632917117346,
HPOB_5906_9952,0.6146334778002904,,0.9978720235586984,0.9935741327757728,0.9704282288265476,
HPOB_5906_3492,0.8913160768701688,,0.9995848426599704,0.9964063433133836,0.993550487393302,
HPOB_5906_3493,0.950471149912564,,0.9498827339658552,0.9707103034888042,0.948597522754181,
HPOB_5906_3954,0.1926735412234219,,0.5249458373175933,0.9286860204575332,0.8880328239050597,
HPOB_5906_7295,0.0598274222064296,,0.071342150663818,0.7048741734444172,0.3727678225123124,
HPOB_5906_49,0.9889749774941384,,0.4509485667909894,0.9983793545889006,0.9981996002025418,
HPOB_5906_14965,0.6966360408524265,,0.690796543940631,1.1363588808296,1.1588400257801212,
HPOB_5906_14951,0.8742804249212152,,0.8905513130339207,,,
HPOB_5906_31,0.8822265454192654,,0.3868416672322285,,,
HPOB_5906_125923,0.9507692393907028,,0.0334245578561371,,,
HPOB_5906_3,0.1174708902642382,,0.2501586144833179,,,
HPOB_5906_3902,0.9104256434360736,,0.5130023158225246,,,
HPOB_5906_9957,0.3335754640163625,,0.5174624885633622,,,
HPOB_5906_9967,1.0101603769441854,,0.846351933847804,,,
HPOB_5906_9983,0.6369943651029465,,0.9982510742624056,,,
HPOB_5906_3917,0.3808289097550413,,0.3998960985286587,,,
HPOB_5906_9978,0.7195198755826834,,0.9522897274528452,,,
HPOB_5906_3891,0.9846629898038202,,0.3108083609670649,,,
HPOB_5906_6566,0.0224261263027176,,0.0642552786547529,,,
HPOB_5906_9889,0.7252408282471619,,0.9562339887508928,,,
HPOB_5906_3494,0.9158985821792056,,0.4362884273211976,,,
HPOB_5906_37,0.9922373720222036,,0.5736365994764914,,,
HPOB_5906_3896,0.7799572175215047,,0.4390245857703691,,,
HPOB_5889_6566,0.1102956851396709,,0.4168818470200168,,,
HPOB_5889_14971,0.8897302596827329,,0.2255746995965216,,,
HPOB_5889_9983,0.2996959679236082,,0.1393425844435305,,,
HPOB_5889_3954,0.0434264968129923,,0.0768491207541006,,,
HPOB_5889_9977,0.1553672530201589,,0.2003110829132845,,,
HPOB_5889_7295,0.1992129362166778,,0.071782971020812,,,
HPOB_5889_3889,0.0609008852590086,,0.0409957111246102,,,
HPOB_5889_9970,0.3080572219859087,,0.2738749303122735,,,
HPOB_5889_3891,0.1143172964363088,,0.175060216407115,,,
HPOB_5889_9978,0.0788255026342752,,0.0351862061694976,,,
HPOB_5889_3917,0.4103590439246124,,0.2435857394968862,,,
HPOB_5889_9957,0.1432854888784832,,0.1145519429916142,,,
HPOB_5889_9980,0.1478967077922238,,0.6943185520387777,,,
HPOB_5889_3494,0.9262445360787566,,0.9128050931642284,,,
HPOB_5889_10101,0.5633395933905181,,0.3573375363740412,,,
HPOB_5889_31,0.1118310261517765,,0.2576544880867005,,,
HPOB_5889_3493,0.7639376376897937,,0.2699982050987464,,,
HPOB_5889_3913,0.4667762910338278,,0.1836149044615984,,,
HPOB_5889_9946,0.619781380250008,,0.4774300791386776,,,
HPOB_5889_125923,0.3749941842514712,,0.3500920850232238,,,
adaptec1,,,,0.870722760221212,0.6640040626297421,0.1160022126054182
adaptec2,,,,0.8069519131355134,0.5701411088560804,0.5716119577525247
adaptec3,,,,0.6632406438724097,0.7388748948675925,0.8362840840788243
adaptec4,,,,0.8219284717160341,,
