task,baseline_embed_regress_proj_t5,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch
AntMorphology-Exact-v0,0.2540221810340881,0.3858588337898254,
DKittyMorphology-Exact-v0,0.3100128769874573,0.5894961357116699,
gtopx_data_2_1,0.999790276017531,0.9997161452178328,0.99990093130929
Superconductor-RandomForest-v0,0.3163400888442993,0.3018367290496826,
gtopx_data_3_1,0.99996828522198,0.9999674875585964,0.9999902976196638
TFBind8-Exact-v0,0.4608553647994995,0.4934234917163849,
gtopx_data_4_1,0.9999998741860168,0.9999998184905968,0.999999768163734
TFBind10-Exact-v0,0.4294996261596679,0.4458659291267395,
gtopx_data_6_1,0.9999504359439572,0.999870560021092,0.9999160521308385
KP_50,1.9957263469696045,2.1265692710876465,2.173136711120605
KP_100,2.1266467571258545,2.064785957336426,2.1321699619293213
KP_200,2.0539586544036865,2.1447458267211914,2.0606918334960938
TSP_20,0.0587125569581985,0.3300599157810211,0.0459480509161949
TSP_50,0.1243424266576767,0.3256051540374756,0.0625257939100265
TSP_100,0.3527110815048218,0.2171056419610977,0.2369964569807052
HopperController-Exact-v0,0.0871499329805374,0.0650945454835891,
LunarLander_136,0.3621716818225694,,0.5726339589023965
LunarLander_100,0.3078211995242498,,0.3936938373935212
LunarLander_148,0.5289666943915696,,0.5667482344808558
LunarLander_91,0.5227194449967869,,0.5556907687017122
LunarLander_152,0.3547056854656044,,0.599187419733508
LunarLander_117,0.7589609907036502,,0.7886566286253365
LunarLander_174,0.4677069665951213,,0.3885681642793078
LunarLander_127,0.631565586534522,,0.3992064418925659
LunarLander_60,0.8134454181603801,,0.5564086815038887
LunarLander_163,0.9108397849108704,,0.8902534483661935
LunarLander_86,0.6769794078944528,,0.4881447442072288
LunarLander_142,0.3967344137608414,,0.3056851254078429
LunarLander_113,0.5389431455608121,,0.411658814585536
LunarLander_155,0.7186589562289802,,0.6840425276190442
LunarLander_53,0.4437785194231722,,0.5606692511511324
LunarLander_159,0.956021018220319,,0.4569423781929135
LunarLander_180,0.5325776032788814,,0.3816439909709117
LunarLander_103,0.5143906371596312,,0.275327617529911
LunarLander_116,0.4710658808028202,,0.2970554470131463
RobotPush_256,0.9792079439796604,,0.9389040118283516
RobotPush_210,0.78839233511532,,0.78839233511532
RobotPush_12,0.7550615151971273,,0.8527228162059433
RobotPush_125,0.6579182666133604,,0.6579182666133604
RobotPush_140,0.5865364510287072,,0.6801590050889881
RobotPush_96,0.6818594513951156,,0.7139816159704208
RobotPush_172,0.3972902371889285,,0.3979971490343073
RobotPush_182,1.0,,1.0
RobotPush_123,0.7216076197185752,,0.566602591480615
RobotPush_22,0.6436154207158207,,0.8214670074339088
RobotPush_11,0.8630854762208684,,0.5796023012804641
RobotPush_144,0.5412425652132212,,0.5489161961783644
RobotPush_298,0.7928711309268621,,0.8369056973017913
RobotPush_291,0.8339725601315027,,0.6810188408904829
RobotPush_90,0.892316882053839,,0.6327313143955374
RobotPush_57,0.6350071785244922,,0.4092373624285776
RobotPush_160,0.9764586366079002,,0.948437464974555
RobotPush_250,0.9650649877073418,,0.9350021170923886
RobotPush_21,0.7995094277926886,,0.6074751074051297
RobotPush_100,0.7616003457615079,,0.7822513880272335
HPOB_5906_9914,0.9525756877803928,,0.9525756877803928
Rover_107,0.955912682314255,,0.9136698595756488
HPOB_5906_9952,0.5700676234776294,,0.7777428267383854
Rover_160,0.8372091301821261,,0.7914765798522274
HPOB_5906_3492,0.4373275413950482,,0.6672511060820909
Rover_292,0.8553796177899458,,0.8345849607005662
HPOB_5906_3493,0.9492654610927858,,0.9484150109871704
Rover_130,0.8293072030895166,,0.8738532255825187
HPOB_5906_3954,0.1629694729326305,,0.1047702126504553
Rover_85,0.7729713869377803,,0.7637958605623759
HPOB_5906_7295,0.083656287475167,,0.0676320297253459
Rover_54,0.8740529386656037,,0.7075901938023073
HPOB_5906_49,0.5127001425745549,,0.9680867061592652
Rover_205,0.8412373681425772,,0.8718021730967909
HPOB_5906_14965,0.8021739296144288,,0.5353727328578536
HPOB_5906_14951,0.973283351023569,,0.2572879338391516
Rover_150,0.8861513650210064,,0.9682945446583694
