task,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,baseline_embed_regress_proj_t5,Expert_GA
RobotPush_96,,0.6302171767327613,0.6452323586816707,
RobotPush_172,,0.3583016244129974,0.4002856560092093,
RobotPush_182,,1.0,1.0,
RobotPush_123,,0.7855752293182987,0.7698816936046216,
RobotPush_22,,0.4857415903831102,0.6784054302313269,
RobotPush_11,,0.8433946169917277,0.5417316293779916,
RobotPush_144,,0.5648642374296551,0.5412425652132212,
RobotPush_298,,0.8830485793005352,0.8661786480210356,
RobotPush_291,,0.7773731925099746,0.7240426180120401,
RobotPush_90,,0.4499940582958387,0.5884154186826958,
RobotPush_57,,0.5438779311853501,0.5315346944667193,
RobotPush_160,,0.9715535429028864,0.962913939851475,
RobotPush_250,,0.8812773197285124,0.812545433523693,
RobotPush_21,,0.7531487730804904,0.8319575286611385,
RobotPush_100,,0.8149877028979258,0.9635899069825292,
Rover_107,,0.9872941954643992,0.9574907890189742,
Rover_160,,0.8032104617657168,0.7660057522385231,
Rover_292,,0.778638568798476,0.8445201733912112,
Rover_130,,0.903558493390957,0.8874221646458409,
Rover_85,,0.7304562385586182,0.8371480246199181,
Rover_54,,0.8437628613220054,0.847080730764081,
Rover_205,,0.8410949003984529,0.8606078311346974,
Rover_150,,0.8845778762342035,0.8146406492541113,
Rover_97,,0.7835216028151004,0.7518247729696599,
Rover_26,,0.8898079978610374,0.9423733847622466,
Rover_215,,0.7185527262229271,0.7452631454539893,
Rover_63,,0.4613503406649082,0.7527871910554023,
Rover_294,,0.7595621546896718,0.6315352907633243,
Rover_56,,0.8202696865964894,0.7696681249902049,
Rover_13,,0.8114336525865578,0.8738172583678313,
Rover_135,,0.8694083084506665,0.829159737396993,
Rover_82,,0.7477203186600258,0.964180016179651,
Rover_165,,0.7851367383833311,0.6466013861493708,
Rover_252,,0.8191768315756378,0.7425870184421777,
Rover_43,,0.861983558957499,0.7749620499835713,
adaptec1,,,,-2.383745122736885
