task,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,baseline_embed_regress_proj_t5,Expert_GA,Expert_Grad
LunarLander_174,1.0211529078693051,0.6498608438791064,0.7459610576710284,,
LunarLander_127,0.9851760768191936,1.0337967909843964,0.9894968901702204,,
LunarLander_60,0.711877202903871,0.8173119745339757,0.9664693711203068,,
LunarLander_163,0.9007423863988724,0.9420836804827546,0.9409563354068514,,
LunarLander_86,0.6582820628336719,1.1087715614854694,0.5947622912119784,,
LunarLander_142,0.379975997319155,0.4048202821533831,0.474227465877074,,
LunarLander_113,0.7305744304506155,0.7044216491515295,0.6356833194628063,,
LunarLander_155,0.9461750301198752,0.743650446017943,0.9767898874990668,,
LunarLander_53,0.8240498261135261,0.6887864910485528,0.8055549500724412,,
LunarLander_159,0.9620963293526968,1.1245705321124588,0.7438521564056897,,
LunarLander_180,0.1237987436604013,0.898112026130355,0.5832282708581649,,
LunarLander_103,0.8569945105760127,1.1423907058838283,1.3292341076985528,,
LunarLander_116,0.4429173418727758,0.7350735182770964,0.7553154223419006,,
RobotPush_12,0.996469262641436,0.9614747968420968,0.9940858492900766,,
RobotPush_125,0.9008365308594508,0.7083756791990633,0.8297682666102001,,
RobotPush_140,1.2681921769618214,1.2537318859185602,1.256855030111269,,
RobotPush_96,1.0581169917345912,0.9036027202513688,0.8437557043137386,,
RobotPush_172,0.6380830024850264,0.3890550999837603,0.6988890873204846,,
RobotPush_182,1.0,1.0,1.0,,
RobotPush_123,0.8969977473068973,0.9880193480473688,0.9273046877177664,,
RobotPush_22,0.977420936371992,0.9428340884685794,0.9641251726148744,,
RobotPush_11,1.0000459528651835,0.9936598458996804,0.97757627908601,,
RobotPush_144,0.5590598524665417,0.6336266299781862,0.5622061265063863,,
RobotPush_298,0.9908488038499648,1.0024313439426875,0.9971825855164144,,
RobotPush_291,0.8495837594907938,1.05473994612926,0.959443526318638,,
RobotPush_90,0.9805443089845454,0.8837882398566584,0.9421911398390876,,
RobotPush_57,0.9824320062429668,0.9964784611985184,0.8924691461074568,,
RobotPush_160,0.9974904882058632,0.99458624422361,1.0046540262823869,,
RobotPush_250,0.9648553472641396,0.956782386758562,0.9695452148977536,,
RobotPush_21,0.9501020934334,0.8747881269022618,0.958930812099652,,
RobotPush_100,0.9868974876282032,0.99639218249257,0.9974848880969582,,
Rover_107,0.9403688391384724,1.0035307969798015,0.9886683319547546,,
Rover_160,0.8935603006091183,0.945212147088343,0.9057760609818692,,
Rover_292,0.9388097497004078,0.9221374263998964,0.9534863899333054,,
Rover_130,1.0194511712568366,0.9637590458461108,0.9774455796149056,,
Rover_85,0.9687130715274616,0.9061327362290864,0.9052015320219848,,
Rover_54,0.9114190800294224,0.9386792426910384,0.9326028780126596,,
Rover_205,0.9683318446802514,0.9610597618529017,0.9438048040430246,,
Rover_150,0.9356267583173076,0.9366252477189028,0.9934129209051584,,
Rover_97,0.8461071768366235,0.8447074684622312,0.8557531140608452,,
Rover_26,0.9634479537518348,0.9477966797983104,0.9911882739278332,,
Rover_215,1.0408042460224565,0.8353136028036047,0.8658747829278004,,
Rover_63,1.0784635982541857,0.938643683546951,0.995591371058924,,
Rover_294,0.958651462310154,0.8928389234149002,0.9181749545389536,,
Rover_56,0.8791452658023937,0.8727805558317607,0.8398122945158173,,
Rover_13,0.984855014626687,0.9671325559827512,0.9641154061126418,,
Rover_135,0.9722144134740428,0.9680211277944902,0.9171194736485876,,
Rover_82,1.0343714031987905,1.1119004050353842,1.0377636535840444,,
Rover_165,0.9482253004694168,0.8821180249276214,0.7278772811975062,,
Rover_252,1.0399783340612077,0.9032812180163629,0.8057278975098817,,
Rover_43,0.9155141867635191,0.900995270063087,0.8015615120068567,,
adaptec1,,,,-2.348737365702158,
