task,baseline_omnipred_24m,baseline_embed_regress_t5_m_cat_from_scratch,baseline_embed_regress_proj_t5,Expert_GA,Expert_Grad
AntMorphology-Exact-v0,0.6201146245002747,0.7712311744689941,0.8058183789253235,0.4937160313129425,0.6526994109153748
Superconductor-RandomForest-v0,0.4418952167034149,0.5468763709068298,0.4749162197113037,0.4879516363143921,0.3980356156826019
DKittyMorphology-Exact-v0,0.9079484939575196,0.906427800655365,0.8760548233985901,0.7502490878105164,0.8685631155967712
TFBind8-Exact-v0,0.988455057144165,0.8482764959335327,0.8750051259994507,0.9794870615005492,0.8161773681640625
TFBind10-Exact-v0,0.6622732877731323,0.6486873626708984,0.6176403760910034,0.6080418825149536,0.635157585144043
gtopx_data_2_1,0.9999464972643496,0.9999691987606294,0.999804778761701,0.9999535611893392,0.9999123127805012
gtopx_data_3_1,0.9999969646248876,0.9999975950408722,0.9999947868874236,0.9999960527447656,0.9999901003354092
gtopx_data_4_1,0.9999999287869008,0.9999999680703942,0.9999999788374924,0.999999973353216,0.999999884742387
gtopx_data_6_1,0.9999771050833858,0.9999637996616836,0.9998965166516168,0.9999766804874264,0.999942577806346
HopperController-Exact-v0,0.6250815987586975,0.3519468903541565,0.3713411390781402,0.3810817003250122,1.4852701425552368
KP_50,2.392786741256714,2.2915940284729004,2.448283672332764,1.9726630449295044,2.1610307693481445
KP_100,2.3512110710144043,2.1924145221710205,2.3188552856445312,1.8649085760116573,2.320321798324585
KP_200,2.270016431808472,2.059903860092163,2.233360528945923,2.0949201583862305,2.2786567211151123
TSP_20,0.9159560799598694,0.6625335812568665,0.60042804479599,0.9969357252120972,0.3433288335800171
TSP_50,0.785018801689148,0.1474955230951309,0.3006365299224853,0.9876556396484376,0.1711834073066711
TSP_100,0.2702762186527252,0.3910038769245147,0.7157061696052551,0.9954344034194946,0.0746481716632843
RobotPush_256,1.338468706201853,1.7104736703011822,2.7337548913138487,,
RobotPush_210,0.8068783965252149,0.8093175757658386,0.8998045308962404,,
HPOB_5906_9914,0.9525756877803928,0.9610262826995348,0.9525756877803928,1.0547826895944907,0.9999906021296672
HPOB_5906_9952,0.9842778045039774,0.4635575800700859,0.5305032684738464,0.9990085748578522,1.0361641881939514
HPOB_5906_3492,0.6741619010308104,0.9996242558151524,0.9945482438443064,0.9996242558151524,0.9996242558151524
HPOB_5906_3493,0.9761048902741885,0.965782237012916,0.968257796436964,0.9782892269241608,0.9684939588687884
HPOB_5906_3954,0.8107544728008647,0.5148647664566829,0.4391038395939586,1.0062264869235582,1.0099904710388812
HPOB_5906_7295,0.2246607330059415,0.0938176157847665,0.118667847031702,0.9808378771791754,0.4020987105151945
HPOB_5906_49,0.5305186959744163,0.8835692970227808,0.988985767531673,1.007099280453161,1.0105965416895917
HPOB_5906_14965,0.9278769049999072,0.9416676665746192,0.8434796477464099,1.2042499186284117,1.2243690972572985
HPOB_5906_14951,1.00065579285921,1.00065579285921,1.00065579285921,1.00099204457794,1.0009462256624209
HPOB_5906_31,1.0170353490914863,0.4048680689797471,1.0166759419797065,1.1057021511134808,1.1786466712382293
HPOB_5906_125923,0.200988997110117,1.0822091214168292,1.0100668259879444,1.132080580232488,1.102969231793561
HPOB_5906_3,0.4946242004881871,0.998952314741924,0.9969142470638594,,
HPOB_5906_3902,0.8532133173514284,0.9568143261501826,1.012870665478847,,
HPOB_5906_9957,0.9932373559706968,0.4852323224634056,0.9751147233659618,,
HPOB_5906_9967,1.0008601978325788,0.8508547820451252,1.005070586213798,,
HPOB_5906_9983,0.3708974221204523,1.0006458879509796,1.0015661766399924,,
HPOB_5906_3917,0.3717108807383546,0.9919748428515326,0.3857717577697088,,
HPOB_5906_9978,0.734883205368191,0.9560595732201108,0.9718337195315384,,
HPOB_5906_3891,0.9873343888456668,0.9800015607065088,0.9939374491696488,,
HPOB_5906_6566,0.0831639279147178,0.105301818449869,0.06794568737394,,
HPOB_5906_9889,0.959782206175145,0.8972137032380061,0.9598422945311864,,
HPOB_5906_3494,0.9234439808426071,0.9226350852535636,0.931655886989048,,
HPOB_5906_37,0.963656824002485,0.8610456299213437,0.9932581876237728,,
HPOB_5906_3896,1.025103866753446,1.0518787579419149,1.020082859086165,,
HPOB_5889_6566,0.9059892922765056,0.9059892922765056,0.585813588985642,,
HPOB_5889_14971,0.1658099707259423,0.8897302596827329,0.9494949885533122,,
HPOB_5889_9983,0.5194713128804247,0.6430341875484749,0.6024983042801517,,
HPOB_5889_3954,0.0928467161326962,0.9919468829696794,0.3667683858013951,,
HPOB_5889_9977,0.1087896884568178,0.7867883360992004,0.3033864672850042,,
HPOB_5889_7295,0.993794396417613,0.1361276358563785,0.2671648259311499,,
HPOB_5889_3889,0.1762505773847912,1.0718118171039714,0.0746391513326702,,
HPOB_5889_9970,0.8826749566144466,0.6799753489808158,0.4719982631164927,,
HPOB_5889_3891,0.4448476202810508,0.841423247960222,0.1247819170834325,,
HPOB_5889_9978,0.1476973981665131,0.0864211336416895,0.090566053506921,,
HPOB_5889_3917,0.5461092718864297,0.4639751496721525,0.3731169657044169,,
HPOB_5889_9957,0.4607573947753027,0.2817529343198945,0.2102840491520162,,
HPOB_5889_9980,0.5342918794344789,0.3733337899571499,0.4068587622877005,,
HPOB_5889_3494,0.980493216134893,0.2222862960774852,0.5472764611015257,,
HPOB_5889_10101,0.3837667800438952,0.4812344881913091,0.8384636507867483,,
HPOB_5889_31,0.940368883311748,0.3776460886001587,0.4266923293471336,,
HPOB_5889_3493,1.0004009714090705,0.8332932874788038,1.0148233277711514,,
HPOB_5889_3913,0.621140273199576,0.6333885843348722,0.4274247455489064,,
HPOB_5889_9946,0.6853031979813113,0.7115574110965552,0.542056141422508,,
HPOB_5889_125923,0.5489675288515242,0.4214054459840512,0.6946561191258512,,
LunarLander_136,0.6691596725392472,0.7810975169017464,1.005468381493238,0.7560189887971593,
LunarLander_100,0.6338616927773548,0.3966624714894804,0.7927933355866411,,
LunarLander_148,0.7368709705366836,0.6846276056789138,0.9040205714377696,,
LunarLander_91,0.746802797341539,0.8863081065731246,0.772638975591101,,
LunarLander_152,0.8608982815526667,0.848730580426749,0.84600805989483,,
LunarLander_117,0.7923883500980481,0.6153400438526071,0.9835746124456992,,
